contract_id,customer_id,subscription_type,contract_length,start_date,end_date
19212,19212,Basic,Monthly,2022-06-16,2025-06-30
19213,19213,Premium,Annual,2021-07-21,2025-06-30
19214,19214,Basic,Monthly,2021-01-22,2025-07-30
19215,19215,Premium,Monthly,2021-09-19,2025-07-30
19216,19216,Basic,Quarterly,2021-06-21,2025-06-30
19217,19217,Basic,Annual,2024-05-06,2026-04-26
19218,19218,Premium,Quarterly,2022-03-18,2025-06-30
19219,19219,Standard,Monthly,2024-03-07,2025-06-30
19220,19220,Premium,Quarterly,2020-11-23,2025-06-30
19221,19221,Basic,Monthly,2020-09-24,2025-07-30
19222,19222,Standard,Monthly,2025-03-02,2025-07-30
19223,19223,Premium,Monthly,2022-11-13,2025-06-30
19224,19224,Basic,Quarterly,2023-12-08,2025-08-29
19225,19225,Basic,Quarterly,2022-03-18,2025-06-30
19226,19226,Basic,Annual,2023-01-12,2025-12-27
19227,19227,Premium,Annual,2023-04-12,2026-03-27
19228,19228,Premium,Quarterly,2024-03-07,2025-08-29
19229,19229,Premium,Quarterly,2024-08-04,2025-07-30
19230,19230,Premium,Monthly,2025-05-31,2025-07-30
19231,19231,Premium,Annual,2025-05-31,2026-05-26
19232,19232,Standard,Quarterly,2024-12-02,2025-08-29
19233,19233,Standard,Monthly,2021-09-19,2025-06-30
19234,19234,Premium,Monthly,2020-10-24,2025-07-30
19235,19235,Premium,Annual,2021-01-22,2025-06-30
19236,19236,Basic,Quarterly,2024-10-03,2025-09-28
19237,19237,Premium,Monthly,2023-09-09,2025-07-30
19238,19238,Basic,Annual,2022-10-14,2025-09-28
19239,19239,Premium,Annual,2022-10-14,2025-09-28
19240,19240,Standard,Monthly,2022-06-16,2025-06-30
19241,19241,Premium,Monthly,2022-07-16,2025-07-30
19242,19242,Standard,Quarterly,2021-12-18,2025-06-30
19243,19243,Standard,Annual,2023-11-08,2025-06-30
19244,19244,Basic,Monthly,2022-07-16,2025-07-30
19245,19245,Premium,Annual,2022-07-16,2026-06-25
19246,19246,Premium,Quarterly,2025-03-02,2025-08-29
19247,19247,Premium,Quarterly,2023-10-09,2025-09-28
19248,19248,Premium,Monthly,2023-01-12,2025-06-30
19249,19249,Standard,Quarterly,2024-11-02,2025-06-30
19250,19250,Standard,Quarterly,2022-03-18,2025-08-29
19251,19251,Basic,Quarterly,2025-05-31,2025-08-29
19252,19252,Premium,Quarterly,2024-10-03,2025-09-28
19253,19253,Premium,Monthly,2023-02-11,2025-07-30
19254,19254,Standard,Quarterly,2021-07-21,2025-09-28
19255,19255,Premium,Monthly,2023-08-10,2025-07-30
19256,19256,Standard,Annual,2022-02-16,2026-01-26
19257,19257,Premium,Quarterly,2021-04-22,2025-09-28
19258,19258,Standard,Monthly,2020-10-24,2025-07-30
19259,19259,Premium,Quarterly,2025-01-01,2025-09-28
19260,19260,Premium,Annual,2023-01-12,2025-12-27
19261,19261,Basic,Quarterly,2020-08-25,2025-07-30
19262,19262,Basic,Annual,2020-07-26,2026-06-25
19263,19263,Basic,Quarterly,2023-02-11,2025-06-30
19264,19264,Basic,Monthly,2023-01-12,2025-07-30
19265,19265,Premium,Quarterly,2020-10-24,2025-09-28
19266,19266,Premium,Monthly,2022-04-17,2025-07-30
19267,19267,Basic,Quarterly,2025-01-01,2025-06-30
19268,19268,Basic,Monthly,2020-10-24,2025-07-30
19269,19269,Basic,Annual,2022-09-14,2025-08-29
19270,19270,Basic,Monthly,2020-11-23,2025-07-30
19271,19271,Standard,Quarterly,2021-12-18,2025-06-30
19272,19272,Standard,Quarterly,2021-11-18,2025-06-30
19273,19273,Standard,Annual,2022-04-17,2025-06-30
19274,19274,Premium,Annual,2020-09-24,2025-08-29
19275,19275,Basic,Quarterly,2024-11-02,2025-07-30
19276,19276,Standard,Annual,2021-09-19,2025-06-30
19277,19277,Premium,Quarterly,2021-07-21,2025-09-28
19278,19278,Standard,Quarterly,2021-06-21,2025-08-29
19279,19279,Standard,Annual,2025-01-31,2026-01-26
19280,19280,Basic,Annual,2021-03-23,2026-02-25
19281,19281,Premium,Quarterly,2021-03-23,2025-06-30
19282,19282,Premium,Monthly,2022-03-18,2025-06-30
19283,19283,Standard,Quarterly,2024-12-02,2025-08-29
19284,19284,Basic,Annual,2021-09-19,2025-06-30
19285,19285,Premium,Annual,2021-01-22,2025-12-27
19286,19286,Basic,Quarterly,2020-12-23,2025-08-29
19287,19287,Standard,Annual,2023-06-11,2026-05-26
19288,19288,Standard,Quarterly,2023-02-11,2025-07-30
19289,19289,Basic,Monthly,2021-02-21,2025-07-30
19290,19290,Basic,Monthly,2020-11-23,2025-07-30
19291,19291,Standard,Annual,2024-12-02,2025-06-30
19292,19292,Premium,Annual,2025-04-01,2026-03-27
19293,19293,Basic,Annual,2025-05-01,2025-06-30
19294,19294,Premium,Annual,2024-12-02,2025-06-30
19295,19295,Premium,Monthly,2020-09-24,2025-07-30
19296,19296,Basic,Quarterly,2022-09-14,2025-08-29
19297,19297,Basic,Quarterly,2022-06-16,2025-06-30
19298,19298,Basic,Annual,2021-11-18,2025-10-28
19299,19299,Premium,Quarterly,2024-01-07,2025-09-28
19300,19300,Basic,Quarterly,2023-08-10,2025-06-30
19301,19301,Basic,Quarterly,2022-07-16,2025-09-28
19302,19302,Premium,Quarterly,2023-07-11,2025-06-30
19303,19303,Premium,Monthly,2023-03-13,2025-07-30
19304,19304,Basic,Quarterly,2022-08-15,2025-06-30
19305,19305,Standard,Monthly,2021-02-21,2025-06-30
19306,19306,Premium,Quarterly,2025-01-31,2025-07-30
19307,19307,Basic,Monthly,2022-06-16,2025-07-30
19308,19308,Basic,Annual,2023-03-13,2026-02-25
19309,19309,Standard,Monthly,2023-09-09,2025-07-30
19310,19310,Standard,Monthly,2023-01-12,2025-06-30
19311,19311,Basic,Annual,2021-08-20,2025-06-30
19312,19312,Basic,Quarterly,2021-07-21,2025-09-28
19313,19313,Basic,Quarterly,2025-01-31,2025-07-30
19314,19314,Premium,Monthly,2021-03-23,2025-06-30
19315,19315,Standard,Annual,2024-01-07,2025-06-30
19316,19316,Standard,Monthly,2021-06-21,2025-07-30
19317,19317,Premium,Annual,2025-03-02,2026-02-25
19318,19318,Premium,Quarterly,2025-04-01,2025-09-28
19319,19319,Standard,Annual,2023-08-10,2025-07-30
19320,19320,Standard,Quarterly,2023-06-11,2025-06-30
19321,19321,Basic,Annual,2025-05-01,2026-04-26
19322,19322,Standard,Quarterly,2020-10-24,2025-09-28
19323,19323,Basic,Quarterly,2024-08-04,2025-07-30
19324,19324,Premium,Annual,2025-04-01,2026-03-27
19325,19325,Standard,Monthly,2023-02-11,2025-06-30
19326,19326,Premium,Quarterly,2021-11-18,2025-06-30
19327,19327,Standard,Monthly,2024-06-05,2025-07-30
19328,19328,Basic,Annual,2020-08-25,2025-07-30
19329,19329,Standard,Monthly,2024-08-04,2025-07-30
19330,19330,Basic,Annual,2025-01-01,2025-12-27
19331,19331,Premium,Monthly,2021-05-22,2025-07-30
19332,19332,Premium,Monthly,2024-08-04,2025-07-30
19333,19333,Premium,Monthly,2022-10-14,2025-07-30
19334,19334,Basic,Monthly,2025-01-01,2025-07-30
19335,19335,Standard,Monthly,2024-08-04,2025-07-30
19336,19336,Basic,Monthly,2021-11-18,2025-07-30
19337,19337,Premium,Annual,2022-07-16,2025-06-30
19338,19338,Standard,Monthly,2021-11-18,2025-06-30
19339,19339,Standard,Quarterly,2025-01-31,2025-07-30
19340,19340,Basic,Monthly,2023-01-12,2025-07-30
19341,19341,Premium,Monthly,2025-05-01,2025-07-30
19342,19342,Basic,Monthly,2023-12-08,2025-07-30
19343,19343,Premium,Monthly,2023-11-08,2025-07-30
19344,19344,Premium,Annual,2024-07-05,2026-06-25
19345,19345,Basic,Quarterly,2022-11-13,2025-06-30
19346,19346,Standard,Quarterly,2023-04-12,2025-09-28
19347,19347,Standard,Annual,2022-08-15,2025-06-30
19348,19348,Premium,Monthly,2025-05-31,2025-07-30
19349,19349,Basic,Monthly,2021-02-21,2025-07-30
19350,19350,Basic,Annual,2023-07-11,2026-06-25
19351,19351,Standard,Annual,2020-12-23,2025-11-27
19352,19352,Basic,Annual,2024-09-03,2025-08-29
19353,19353,Standard,Monthly,2021-04-22,2025-06-30
19354,19354,Basic,Quarterly,2023-01-12,2025-09-28
19355,19355,Basic,Annual,2023-02-11,2025-06-30
19356,19356,Standard,Annual,2021-12-18,2025-11-27
19357,19357,Standard,Quarterly,2023-11-08,2025-07-30
19358,19358,Basic,Monthly,2024-07-05,2025-07-30
19359,19359,Basic,Monthly,2024-12-02,2025-07-30
19360,19360,Basic,Monthly,2025-05-01,2025-07-30
19361,19361,Basic,Annual,2021-07-21,2026-06-25
19362,19362,Premium,Quarterly,2020-12-23,2025-08-29
19363,19363,Basic,Annual,2020-07-26,2026-06-25
19364,19364,Standard,Annual,2022-11-13,2025-10-28
19365,19365,Premium,Quarterly,2023-02-11,2025-07-30
19366,19366,Basic,Annual,2025-04-01,2026-03-27
19367,19367,Premium,Annual,2024-04-06,2026-03-27
19368,19368,Basic,Annual,2023-09-09,2025-08-29
19369,19369,Premium,Monthly,2021-11-18,2025-07-30
19370,19370,Standard,Monthly,2023-11-08,2025-06-30
19371,19371,Basic,Annual,2022-03-18,2026-02-25
19372,19372,Standard,Monthly,2024-02-06,2025-07-30
19373,19373,Standard,Monthly,2024-02-06,2025-07-30
19374,19374,Basic,Monthly,2020-12-23,2025-07-30
19375,19375,Premium,Annual,2025-03-02,2026-02-25
19376,19376,Basic,Monthly,2021-08-20,2025-06-30
19377,19377,Basic,Quarterly,2023-05-12,2025-07-30
19378,19378,Basic,Quarterly,2022-05-17,2025-07-30
19379,19379,Basic,Quarterly,2023-05-12,2025-06-30
19380,19380,Basic,Monthly,2025-05-31,2025-07-30
19381,19381,Basic,Quarterly,2025-03-02,2025-08-29
19382,19382,Premium,Monthly,2024-11-02,2025-07-30
19383,19383,Standard,Annual,2024-01-07,2025-12-27
19384,19384,Standard,Annual,2024-01-07,2025-06-30
19385,19385,Standard,Annual,2021-07-21,2025-06-30
19386,19386,Standard,Annual,2024-03-07,2025-06-30
19387,19387,Basic,Quarterly,2021-01-22,2025-06-30
19388,19388,Standard,Monthly,2022-07-16,2025-07-30
19389,19389,Basic,Monthly,2022-10-14,2025-07-30
19390,19390,Standard,Monthly,2022-01-17,2025-06-30
19391,19391,Premium,Monthly,2022-10-14,2025-07-30
19392,19392,Basic,Annual,2022-07-16,2026-06-25
19393,19393,Basic,Quarterly,2023-01-12,2025-06-30
19394,19394,Premium,Quarterly,2024-11-02,2025-07-30
19395,19395,Basic,Quarterly,2020-08-25,2025-07-30
19396,19396,Basic,Monthly,2022-04-17,2025-07-30
19397,19397,Standard,Quarterly,2023-05-12,2025-07-30
19398,19398,Premium,Annual,2022-12-13,2025-11-27
19399,19399,Standard,Annual,2023-06-11,2026-05-26
19400,19400,Premium,Monthly,2021-02-21,2025-06-30
19401,19401,Basic,Quarterly,2020-08-25,2025-06-30
19402,19402,Basic,Annual,2023-02-11,2026-01-26
19403,19403,Standard,Monthly,2024-07-05,2025-07-30
19404,19404,Standard,Annual,2021-02-21,2025-06-30
19405,19405,Basic,Monthly,2024-03-07,2025-07-30
19406,19406,Standard,Quarterly,2022-07-16,2025-09-28
19407,19407,Premium,Quarterly,2022-07-16,2025-09-28
19408,19408,Premium,Annual,2022-05-17,2026-04-26
19409,19409,Standard,Quarterly,2021-09-19,2025-06-30
19410,19410,Standard,Quarterly,2024-06-05,2025-08-29
19411,19411,Premium,Monthly,2020-09-24,2025-07-30
19412,19412,Basic,Quarterly,2021-06-21,2025-08-29
19413,19413,Basic,Monthly,2023-11-08,2025-07-30
19414,19414,Premium,Monthly,2021-08-20,2025-06-30
19415,19415,Basic,Quarterly,2025-01-01,2025-09-28
19416,19416,Basic,Annual,2023-07-11,2026-06-25
19417,19417,Basic,Quarterly,2020-12-23,2025-08-29
19418,19418,Premium,Annual,2022-01-17,2025-06-30
19419,19419,Premium,Monthly,2023-01-12,2025-07-30
19420,19420,Standard,Quarterly,2022-12-13,2025-08-29
19421,19421,Basic,Quarterly,2021-08-20,2025-07-30
19422,19422,Basic,Annual,2024-02-06,2026-01-26
19423,19423,Premium,Monthly,2024-11-02,2025-07-30
19424,19424,Basic,Quarterly,2022-12-13,2025-08-29
19425,19425,Basic,Annual,2023-03-13,2026-02-25
19426,19426,Premium,Annual,2021-11-18,2025-06-30
19427,19427,Standard,Quarterly,2024-06-05,2025-08-29
19428,19428,Standard,Quarterly,2020-11-23,2025-07-30
19429,19429,Standard,Monthly,2023-03-13,2025-07-30
19430,19430,Basic,Quarterly,2020-10-24,2025-09-28
19431,19431,Premium,Quarterly,2020-11-23,2025-06-30
19432,19432,Basic,Quarterly,2022-09-14,2025-06-30
19433,19433,Premium,Quarterly,2024-09-03,2025-08-29
19434,19434,Premium,Quarterly,2022-02-16,2025-07-30
19435,19435,Premium,Quarterly,2025-05-01,2025-07-30
19436,19436,Premium,Quarterly,2021-11-18,2025-07-30
19437,19437,Standard,Annual,2022-02-16,2025-06-30
19438,19438,Premium,Annual,2022-11-13,2025-06-30
19439,19439,Premium,Monthly,2024-05-06,2025-07-30
19440,19440,Basic,Quarterly,2022-04-17,2025-09-28
19441,19441,Standard,Quarterly,2025-04-01,2025-09-28
19442,19442,Premium,Monthly,2020-12-23,2025-07-30
19443,19443,Standard,Quarterly,2020-07-26,2025-06-30
19444,19444,Premium,Monthly,2024-08-04,2025-07-30
19445,19445,Premium,Quarterly,2020-11-23,2025-07-30
19446,19446,Premium,Quarterly,2024-09-03,2025-08-29
19447,19447,Basic,Monthly,2022-05-17,2025-07-30
19448,19448,Basic,Quarterly,2024-12-02,2025-08-29
19449,19449,Standard,Quarterly,2021-11-18,2025-07-30
19450,19450,Basic,Monthly,2022-08-15,2025-06-30
19451,19451,Basic,Quarterly,2023-03-13,2025-08-29
19452,19452,Premium,Monthly,2021-02-21,2025-06-30
19453,19453,Standard,Monthly,2024-11-02,2025-07-30
19454,19454,Premium,Quarterly,2025-01-31,2025-07-30
19455,19455,Standard,Annual,2024-10-03,2025-09-28
19456,19456,Standard,Quarterly,2023-08-10,2025-07-30
19457,19457,Premium,Quarterly,2023-11-08,2025-07-30
19458,19458,Standard,Annual,2024-09-03,2025-08-29
19459,19459,Standard,Quarterly,2021-10-19,2025-09-28
19460,19460,Basic,Monthly,2024-09-03,2025-07-30
19461,19461,Standard,Annual,2021-08-20,2025-07-30
19462,19462,Basic,Monthly,2024-01-07,2025-06-30
19463,19463,Basic,Quarterly,2025-04-01,2025-09-28
19464,19464,Basic,Annual,2025-04-01,2025-06-30
19465,19465,Standard,Quarterly,2024-06-05,2025-08-29
19466,19466,Premium,Quarterly,2021-06-21,2025-08-29
19467,19467,Standard,Monthly,2021-05-22,2025-06-30
19468,19468,Standard,Annual,2021-08-20,2025-07-30
19469,19469,Basic,Quarterly,2021-10-19,2025-09-28
19470,19470,Premium,Quarterly,2024-05-06,2025-06-30
19471,19471,Standard,Monthly,2022-02-16,2025-06-30
19472,19472,Standard,Monthly,2024-04-06,2025-07-30
19473,19473,Standard,Quarterly,2023-08-10,2025-07-30
19474,19474,Basic,Quarterly,2022-11-13,2025-07-30
19475,19475,Basic,Annual,2020-07-26,2025-06-30
19476,19476,Standard,Annual,2022-06-16,2026-05-26
19477,19477,Standard,Quarterly,2024-07-05,2025-09-28
19478,19478,Premium,Quarterly,2024-07-05,2025-09-28
19479,19479,Standard,Annual,2023-06-11,2026-05-26
19480,19480,Basic,Annual,2022-04-17,2026-03-27
19481,19481,Premium,Annual,2022-12-13,2025-11-27
19482,19482,Standard,Quarterly,2022-11-13,2025-07-30
19483,19483,Premium,Quarterly,2021-07-21,2025-06-30
19484,19484,Standard,Annual,2023-10-09,2025-09-28
19485,19485,Standard,Quarterly,2021-04-22,2025-09-28
19486,19486,Basic,Monthly,2024-10-03,2025-07-30
19487,19487,Premium,Quarterly,2022-11-13,2025-07-30
19488,19488,Premium,Monthly,2021-02-21,2025-07-30
19489,19489,Premium,Annual,2022-04-17,2025-06-30
19490,19490,Standard,Annual,2023-08-10,2025-07-30
19491,19491,Premium,Quarterly,2022-11-13,2025-07-30
19492,19492,Basic,Quarterly,2022-06-16,2025-06-30
19493,19493,Standard,Annual,2025-01-31,2026-01-26
19494,19494,Premium,Quarterly,2022-08-15,2025-07-30
19495,19495,Basic,Monthly,2025-03-02,2025-07-30
19496,19496,Standard,Annual,2025-01-01,2025-12-27
19497,19497,Premium,Quarterly,2025-05-31,2025-08-29
19498,19498,Standard,Annual,2021-06-21,2025-06-30
19499,19499,Premium,Monthly,2024-02-06,2025-06-30
19500,19500,Basic,Annual,2024-02-06,2025-06-30
19501,19501,Basic,Quarterly,2021-03-23,2025-08-29
19502,19502,Premium,Quarterly,2021-08-20,2025-07-30
19503,19503,Premium,Monthly,2020-12-23,2025-06-30
19504,19504,Basic,Annual,2021-10-19,2025-09-28
19505,19505,Standard,Annual,2022-10-14,2025-09-28
19506,19506,Basic,Quarterly,2024-05-06,2025-07-30
19507,19507,Standard,Annual,2020-08-25,2025-06-30
19508,19508,Standard,Annual,2022-11-13,2025-06-30
19509,19509,Standard,Annual,2023-03-13,2026-02-25
19510,19510,Premium,Monthly,2022-07-16,2025-07-30
19511,19511,Basic,Quarterly,2021-03-23,2025-08-29
19512,19512,Basic,Quarterly,2021-11-18,2025-07-30
19513,19513,Premium,Annual,2021-06-21,2026-05-26
19514,19514,Standard,Monthly,2024-10-03,2025-07-30
19515,19515,Basic,Quarterly,2020-10-24,2025-06-30
19516,19516,Basic,Quarterly,2024-09-03,2025-08-29
19517,19517,Standard,Monthly,2020-10-24,2025-06-30
19518,19518,Basic,Quarterly,2025-03-02,2025-06-30
19519,19519,Premium,Quarterly,2022-06-16,2025-08-29
19520,19520,Premium,Quarterly,2022-07-16,2025-06-30
19521,19521,Basic,Annual,2022-07-16,2025-06-30
19522,19522,Standard,Annual,2022-11-13,2025-10-28
19523,19523,Basic,Quarterly,2023-08-10,2025-07-30
19524,19524,Standard,Annual,2022-02-16,2026-01-26
19525,19525,Premium,Quarterly,2023-10-09,2025-09-28
19526,19526,Premium,Annual,2024-09-03,2025-08-29
19527,19527,Standard,Monthly,2024-05-06,2025-07-30
19528,19528,Basic,Quarterly,2021-03-23,2025-08-29
19529,19529,Premium,Annual,2022-09-14,2025-08-29
19530,19530,Standard,Annual,2021-02-21,2026-01-26
19531,19531,Standard,Annual,2021-09-19,2025-06-30
19532,19532,Premium,Quarterly,2023-05-12,2025-07-30
19533,19533,Basic,Monthly,2022-05-17,2025-06-30
19534,19534,Standard,Annual,2025-05-31,2026-05-26
19535,19535,Basic,Quarterly,2024-01-07,2025-09-28
19536,19536,Basic,Quarterly,2022-08-15,2025-06-30
19537,19537,Premium,Quarterly,2020-11-23,2025-07-30
19538,19538,Standard,Annual,2021-07-21,2025-06-30
19539,19539,Standard,Annual,2023-05-12,2026-04-26
19540,19540,Premium,Monthly,2023-03-13,2025-07-30
19541,19541,Premium,Quarterly,2024-11-02,2025-07-30
19542,19542,Standard,Monthly,2023-10-09,2025-07-30
19543,19543,Basic,Monthly,2022-05-17,2025-06-30
19544,19544,Basic,Quarterly,2022-08-15,2025-06-30
19545,19545,Standard,Monthly,2022-04-17,2025-07-30
19546,19546,Standard,Monthly,2021-12-18,2025-07-30
19547,19547,Standard,Monthly,2022-10-14,2025-06-30
19548,19548,Premium,Monthly,2020-12-23,2025-06-30
19549,19549,Premium,Monthly,2023-08-10,2025-06-30
19550,19550,Premium,Monthly,2022-06-16,2025-07-30
19551,19551,Standard,Monthly,2024-09-03,2025-07-30
19552,19552,Basic,Monthly,2024-07-05,2025-07-30
19553,19553,Premium,Monthly,2022-06-16,2025-07-30
19554,19554,Premium,Annual,2025-05-31,2026-05-26
19555,19555,Premium,Quarterly,2022-04-17,2025-06-30
19556,19556,Premium,Monthly,2024-08-04,2025-06-30
19557,19557,Basic,Annual,2021-12-18,2025-11-27
19558,19558,Standard,Annual,2022-06-16,2025-06-30
19559,19559,Basic,Monthly,2024-08-04,2025-07-30
19560,19560,Basic,Annual,2023-06-11,2025-06-30
19561,19561,Premium,Annual,2025-01-31,2026-01-26
19562,19562,Standard,Annual,2020-07-26,2025-06-30
19563,19563,Premium,Monthly,2022-08-15,2025-06-30
19564,19564,Premium,Quarterly,2024-12-02,2025-08-29
19565,19565,Standard,Annual,2023-01-12,2025-12-27
19566,19566,Basic,Annual,2022-10-14,2025-09-28
19567,19567,Premium,Monthly,2024-01-07,2025-06-30
19568,19568,Basic,Annual,2023-05-12,2025-06-30
19569,19569,Basic,Annual,2023-03-13,2026-02-25
19570,19570,Premium,Annual,2021-06-21,2026-05-26
19571,19571,Basic,Quarterly,2021-04-22,2025-06-30
19572,19572,Standard,Annual,2021-11-18,2025-10-28
19573,19573,Basic,Quarterly,2020-09-24,2025-08-29
19574,19574,Basic,Quarterly,2023-12-08,2025-08-29
19575,19575,Standard,Annual,2021-04-22,2026-03-27
19576,19576,Standard,Annual,2023-10-09,2025-09-28
19577,19577,Premium,Quarterly,2024-08-04,2025-07-30
19578,19578,Premium,Quarterly,2024-09-03,2025-08-29
19579,19579,Premium,Monthly,2023-04-12,2025-07-30
19580,19580,Standard,Monthly,2023-05-12,2025-07-30
19581,19581,Basic,Monthly,2022-03-18,2025-07-30
19582,19582,Basic,Quarterly,2024-07-05,2025-09-28
19583,19583,Standard,Monthly,2022-04-17,2025-06-30
19584,19584,Standard,Quarterly,2022-02-16,2025-06-30
19585,19585,Standard,Quarterly,2023-11-08,2025-06-30
19586,19586,Basic,Quarterly,2022-10-14,2025-09-28
19587,19587,Standard,Annual,2020-10-24,2025-09-28
19588,19588,Basic,Monthly,2022-06-16,2025-06-30
19589,19589,Standard,Annual,2021-03-23,2025-06-30
19590,19590,Premium,Annual,2022-01-17,2025-12-27
19591,19591,Basic,Monthly,2025-01-31,2025-06-30
19592,19592,Premium,Annual,2024-11-02,2025-10-28
19593,19593,Premium,Annual,2022-10-14,2025-09-28
19594,19594,Premium,Quarterly,2025-04-01,2025-06-30
19595,19595,Basic,Monthly,2023-09-09,2025-07-30
19596,19596,Standard,Annual,2022-04-17,2026-03-27
19597,19597,Premium,Quarterly,2024-06-05,2025-08-29
19598,19598,Basic,Quarterly,2024-07-05,2025-09-28
19599,19599,Premium,Monthly,2021-11-18,2025-06-30
19600,19600,Standard,Annual,2022-11-13,2025-06-30
19601,19601,Basic,Annual,2020-08-25,2025-07-30
19602,19602,Premium,Annual,2023-02-11,2025-06-30
19603,19603,Standard,Quarterly,2023-05-12,2025-07-30
19604,19604,Basic,Monthly,2024-04-06,2025-07-30
19605,19605,Basic,Quarterly,2023-10-09,2025-09-28
19606,19606,Premium,Annual,2021-01-22,2025-12-27
19607,19607,Premium,Quarterly,2021-04-22,2025-09-28
19608,19608,Standard,Monthly,2022-06-16,2025-06-30
19609,19609,Basic,Annual,2023-12-08,2025-06-30
19610,19610,Basic,Quarterly,2022-12-13,2025-06-30
19611,19611,Premium,Monthly,2022-09-14,2025-07-30
19612,19612,Standard,Annual,2024-10-03,2025-09-28
19613,19613,Standard,Monthly,2021-01-22,2025-06-30
19614,19614,Premium,Annual,2020-11-23,2025-06-30
19615,19615,Standard,Quarterly,2022-03-18,2025-08-29
19616,19616,Basic,Monthly,2022-06-16,2025-07-30
19617,19617,Basic,Annual,2024-02-06,2026-01-26
19618,19618,Premium,Monthly,2024-01-07,2025-07-30
19619,19619,Premium,Annual,2024-09-03,2025-06-30
19620,19620,Standard,Annual,2023-08-10,2025-07-30
19621,19621,Standard,Quarterly,2020-08-25,2025-07-30
19622,19622,Standard,Annual,2023-02-11,2026-01-26
19623,19623,Standard,Annual,2020-09-24,2025-08-29
19624,19624,Standard,Quarterly,2021-07-21,2025-06-30
19625,19625,Premium,Annual,2023-07-11,2026-06-25
19626,19626,Basic,Quarterly,2024-05-06,2025-07-30
19627,19627,Premium,Annual,2023-07-11,2026-06-25
19628,19628,Basic,Quarterly,2022-08-15,2025-07-30
19629,19629,Premium,Annual,2020-12-23,2025-11-27
19630,19630,Standard,Annual,2021-05-22,2025-06-30
19631,19631,Standard,Annual,2024-07-05,2026-06-25
19632,19632,Basic,Monthly,2024-09-03,2025-07-30
19633,19633,Standard,Monthly,2022-02-16,2025-07-30
19634,19634,Premium,Monthly,2020-11-23,2025-06-30
19635,19635,Basic,Annual,2024-11-02,2025-10-28
19636,19636,Premium,Monthly,2025-01-31,2025-07-30
19637,19637,Premium,Quarterly,2022-10-14,2025-09-28
19638,19638,Basic,Quarterly,2023-11-08,2025-07-30
19639,19639,Basic,Quarterly,2023-03-13,2025-08-29
19640,19640,Premium,Annual,2021-04-22,2026-03-27
19641,19641,Basic,Quarterly,2021-12-18,2025-08-29
19642,19642,Standard,Annual,2022-03-18,2026-02-25
19643,19643,Premium,Monthly,2023-12-08,2025-07-30
19644,19644,Premium,Monthly,2022-04-17,2025-06-30
19645,19645,Basic,Monthly,2022-12-13,2025-06-30
19646,19646,Standard,Monthly,2023-06-11,2025-06-30
19647,19647,Standard,Quarterly,2021-03-23,2025-08-29
19648,19648,Standard,Quarterly,2023-05-12,2025-07-30
19649,19649,Basic,Quarterly,2023-01-12,2025-09-28
19650,19650,Standard,Annual,2022-08-15,2025-06-30
19651,19651,Standard,Quarterly,2024-08-04,2025-07-30
19652,19652,Basic,Annual,2025-05-01,2025-06-30
19653,19653,Standard,Monthly,2024-01-07,2025-07-30
19654,19654,Premium,Annual,2023-06-11,2026-05-26
19655,19655,Basic,Annual,2021-03-23,2025-06-30
19656,19656,Premium,Monthly,2020-07-26,2025-07-30
19657,19657,Standard,Quarterly,2021-05-22,2025-07-30
19658,19658,Basic,Quarterly,2023-09-09,2025-08-29
19659,19659,Basic,Quarterly,2021-04-22,2025-09-28
19660,19660,Standard,Monthly,2022-10-14,2025-06-30
19661,19661,Basic,Annual,2022-11-13,2025-06-30
19662,19662,Premium,Annual,2020-11-23,2025-06-30
19663,19663,Basic,Annual,2022-07-16,2026-06-25
19664,19664,Basic,Quarterly,2021-11-18,2025-07-30
19665,19665,Standard,Monthly,2024-06-05,2025-07-30
19666,19666,Basic,Quarterly,2025-01-01,2025-09-28
19667,19667,Basic,Monthly,2023-01-12,2025-06-30
19668,19668,Basic,Quarterly,2024-11-02,2025-07-30
19669,19669,Basic,Quarterly,2024-07-05,2025-09-28
19670,19670,Basic,Monthly,2022-11-13,2025-06-30
19671,19671,Premium,Monthly,2023-10-09,2025-07-30
19672,19672,Premium,Annual,2020-08-25,2025-07-30
19673,19673,Premium,Monthly,2021-10-19,2025-07-30
19674,19674,Basic,Quarterly,2024-06-05,2025-06-30
19675,19675,Premium,Monthly,2024-09-03,2025-07-30
19676,19676,Standard,Quarterly,2023-05-12,2025-07-30
19677,19677,Premium,Annual,2024-02-06,2026-01-26
19678,19678,Standard,Quarterly,2021-06-21,2025-08-29
19679,19679,Premium,Monthly,2021-10-19,2025-07-30
19680,19680,Basic,Quarterly,2021-09-19,2025-06-30
19681,19681,Basic,Quarterly,2024-12-02,2025-06-30
19682,19682,Standard,Quarterly,2024-07-05,2025-09-28
19683,19683,Premium,Annual,2024-10-03,2025-09-28
19684,19684,Premium,Quarterly,2023-11-08,2025-07-30
19685,19685,Basic,Quarterly,2024-04-06,2025-09-28
19686,19686,Premium,Annual,2025-05-01,2026-04-26
19687,19687,Standard,Quarterly,2023-11-08,2025-07-30
19688,19688,Standard,Monthly,2025-05-31,2025-07-30
19689,19689,Premium,Quarterly,2021-10-19,2025-09-28
19690,19690,Premium,Monthly,2021-11-18,2025-06-30
19691,19691,Standard,Monthly,2024-03-07,2025-07-30
