customer_id,churn_date,churn_reason
21202,2025-06-30,No longer need service
21206,2025-06-30,Technical problems
21207,2025-06-30,Billing issues
21208,2025-06-30,Service quality issues
21214,2025-06-30,Service quality issues
21217,2025-06-30,Better offer from competitor
21218,2025-06-30,Better offer from competitor
21219,2025-06-30,Poor customer service
21234,2025-06-30,Price too high
21235,2025-06-30,Price too high
21238,2025-06-30,Better offer from competitor
21244,2025-06-30,No longer need service
21248,2025-06-30,Technical problems
21249,2025-06-30,No longer need service
21251,2025-06-30,Service quality issues
21252,2025-06-30,Better offer from competitor
21255,2025-06-30,Billing issues
21264,2025-06-30,Moving to different region
21267,2025-06-30,Billing issues
21278,2025-06-30,Moving to different region
21286,2025-06-30,Service quality issues
21288,2025-06-30,Price too high
21297,2025-06-30,Billing issues
21299,2025-06-30,Billing issues
21303,2025-06-30,Service quality issues
21312,2025-06-30,Technical problems
21313,2025-06-30,Poor customer service
21317,2025-06-30,Moving to different region
21340,2025-06-30,Technical problems
21344,2025-06-30,Moving to different region
21350,2025-06-30,Billing issues
21354,2025-06-30,No longer need service
21355,2025-06-30,Technical problems
21356,2025-06-30,Better offer from competitor
21358,2025-06-30,Better offer from competitor
21364,2025-06-30,Moving to different region
21365,2025-06-30,Moving to different region
21366,2025-06-30,Technical problems
21372,2025-06-30,Better offer from competitor
21375,2025-06-30,Moving to different region
21376,2025-06-30,Billing issues
21377,2025-06-30,Better offer from competitor
21378,2025-06-30,Poor customer service
21379,2025-06-30,No longer need service
21383,2025-06-30,Moving to different region
21392,2025-06-30,No longer need service
21393,2025-06-30,Technical problems
21404,2025-06-30,Technical problems
21407,2025-06-30,Billing issues
21412,2025-06-30,Technical problems
21413,2025-06-30,Billing issues
21416,2025-06-30,No longer need service
21417,2025-06-30,Poor customer service
21425,2025-06-30,Better offer from competitor
21431,2025-06-30,No longer need service
21433,2025-06-30,Poor customer service
21434,2025-06-30,Better offer from competitor
21436,2025-06-30,Service quality issues
21438,2025-06-30,Price too high
21445,2025-06-30,Billing issues
21452,2025-06-30,No longer need service
21453,2025-06-30,Better offer from competitor
21457,2025-06-30,Billing issues
21461,2025-06-30,Better offer from competitor
21466,2025-06-30,Technical problems
21470,2025-06-30,No longer need service
21471,2025-06-30,Billing issues
21473,2025-06-30,Billing issues
21476,2025-06-30,Moving to different region
21482,2025-06-30,Price too high
21493,2025-06-30,No longer need service
21495,2025-06-30,Moving to different region
21498,2025-06-30,No longer need service
21507,2025-06-30,Service quality issues
21512,2025-06-30,Moving to different region
21515,2025-06-30,Technical problems
21523,2025-06-30,Moving to different region
21525,2025-06-30,Technical problems
21526,2025-06-30,Service quality issues
21529,2025-06-30,Price too high
21535,2025-06-30,Moving to different region
21536,2025-06-30,Price too high
21543,2025-06-30,Moving to different region
21549,2025-06-30,Technical problems
21551,2025-06-30,Poor customer service
21553,2025-06-30,Better offer from competitor
21557,2025-06-30,Billing issues
21561,2025-06-30,Moving to different region
21562,2025-06-30,Better offer from competitor
21570,2025-06-30,Poor customer service
21572,2025-06-30,Billing issues
21578,2025-06-30,No longer need service
21583,2025-06-30,Moving to different region
21586,2025-06-30,No longer need service
21594,2025-06-30,Better offer from competitor
21597,2025-06-30,Technical problems
21600,2025-06-30,Poor customer service
21601,2025-06-30,Poor customer service
21607,2025-06-30,Price too high
21613,2025-06-30,Price too high
21614,2025-06-30,Better offer from competitor
21615,2025-06-30,No longer need service
21618,2025-06-30,Billing issues
21621,2025-06-30,Poor customer service
21622,2025-06-30,No longer need service
21624,2025-06-30,Better offer from competitor
21629,2025-06-30,Better offer from competitor
21632,2025-06-30,Service quality issues
21635,2025-06-30,Better offer from competitor
21638,2025-06-30,Poor customer service
21644,2025-06-30,Moving to different region
21645,2025-06-30,Billing issues
21653,2025-06-30,Service quality issues
21654,2025-06-30,Moving to different region
21655,2025-06-30,Service quality issues
21659,2025-06-30,Moving to different region
21665,2025-06-30,Technical problems
21671,2025-06-30,Better offer from competitor
21674,2025-06-30,Billing issues
21677,2025-06-30,Price too high
21680,2025-06-30,Better offer from competitor
21682,2025-06-30,Technical problems
21690,2025-06-30,Technical problems
21697,2025-06-30,No longer need service
21698,2025-06-30,Technical problems
21703,2025-06-30,Moving to different region
21707,2025-06-30,Service quality issues
21709,2025-06-30,Moving to different region
21711,2025-06-30,Better offer from competitor
21713,2025-06-30,Billing issues
21714,2025-06-30,Billing issues
21719,2025-06-30,Price too high
21727,2025-06-30,Service quality issues
21733,2025-06-30,Technical problems
21734,2025-06-30,Price too high
21737,2025-06-30,Poor customer service
21738,2025-06-30,Billing issues
21740,2025-06-30,Billing issues
21744,2025-06-30,Billing issues
21746,2025-06-30,Service quality issues
21752,2025-06-30,No longer need service
21755,2025-06-30,Moving to different region
21757,2025-06-30,Poor customer service
21760,2025-06-30,Poor customer service
21763,2025-06-30,Billing issues
21765,2025-06-30,Poor customer service
21770,2025-06-30,Price too high
21772,2025-06-30,Better offer from competitor
21778,2025-06-30,No longer need service
21785,2025-06-30,No longer need service
21789,2025-06-30,Price too high
21793,2025-06-30,No longer need service
21796,2025-06-30,No longer need service
21797,2025-06-30,No longer need service
21798,2025-06-30,Poor customer service
21799,2025-06-30,Billing issues
21803,2025-06-30,Technical problems
21810,2025-06-30,Service quality issues
21815,2025-06-30,Service quality issues
21816,2025-06-30,Poor customer service
21827,2025-06-30,Price too high
21829,2025-06-30,Billing issues
21831,2025-06-30,Moving to different region
21844,2025-06-30,Service quality issues
21849,2025-06-30,No longer need service
21858,2025-06-30,Technical problems
21870,2025-06-30,Service quality issues
21877,2025-06-30,Poor customer service
21885,2025-06-30,Price too high
21903,2025-06-30,Moving to different region
21907,2025-06-30,Moving to different region
21912,2025-06-30,Service quality issues
21914,2025-06-30,Billing issues
21918,2025-06-30,Price too high
21921,2025-06-30,Service quality issues
21923,2025-06-30,Technical problems
21930,2025-06-30,Price too high
21931,2025-06-30,Moving to different region
21940,2025-06-30,Price too high
21943,2025-06-30,Service quality issues
21944,2025-06-30,Technical problems
21947,2025-06-30,Technical problems
21950,2025-06-30,Poor customer service
21969,2025-06-30,Service quality issues
21977,2025-06-30,Technical problems
21979,2025-06-30,Technical problems
21986,2025-06-30,Technical problems
21988,2025-06-30,Poor customer service
22008,2025-06-30,Service quality issues
22012,2025-06-30,Moving to different region
22018,2025-06-30,Better offer from competitor
22025,2025-06-30,Technical problems
22030,2025-06-30,Poor customer service
22031,2025-06-30,No longer need service
22033,2025-06-30,Better offer from competitor
22034,2025-06-30,No longer need service
22036,2025-06-30,Poor customer service
22050,2025-06-30,Service quality issues
22054,2025-06-30,Billing issues
22061,2025-06-30,Moving to different region
22073,2025-06-30,Moving to different region
22075,2025-06-30,Poor customer service
22084,2025-06-30,Technical problems
22085,2025-06-30,Moving to different region
22086,2025-06-30,Billing issues
22089,2025-06-30,Moving to different region
22090,2025-06-30,Technical problems
22091,2025-06-30,Billing issues
22103,2025-06-30,Poor customer service
22106,2025-06-30,Moving to different region
22117,2025-06-30,Better offer from competitor
22120,2025-06-30,Billing issues
22122,2025-06-30,Better offer from competitor
22123,2025-06-30,Better offer from competitor
22124,2025-06-30,No longer need service
22125,2025-06-30,Moving to different region
22127,2025-06-30,Moving to different region
22128,2025-06-30,Technical problems
22130,2025-06-30,Moving to different region
22134,2025-06-30,Price too high
22142,2025-06-30,No longer need service
22153,2025-06-30,No longer need service
22167,2025-06-30,Poor customer service
22171,2025-06-30,Moving to different region
22172,2025-06-30,No longer need service
22179,2025-06-30,Price too high
22180,2025-06-30,No longer need service
22187,2025-06-30,Price too high
22188,2025-06-30,Moving to different region
22190,2025-06-30,Better offer from competitor
22195,2025-06-30,Technical problems
22199,2025-06-30,Better offer from competitor
22203,2025-06-30,Better offer from competitor
22204,2025-06-30,No longer need service
22206,2025-06-30,No longer need service
22220,2025-06-30,No longer need service
22222,2025-06-30,Moving to different region
22230,2025-06-30,Service quality issues
22233,2025-06-30,Billing issues
22234,2025-06-30,Technical problems
22237,2025-06-30,Billing issues
22244,2025-06-30,Poor customer service
22245,2025-06-30,Technical problems
22246,2025-06-30,Billing issues
22247,2025-06-30,Service quality issues
22250,2025-06-30,Moving to different region
22266,2025-06-30,Price too high
22267,2025-06-30,Poor customer service
22268,2025-06-30,Billing issues
22274,2025-06-30,Service quality issues
22277,2025-06-30,Moving to different region
22278,2025-06-30,Better offer from competitor
22279,2025-06-30,Moving to different region
22282,2025-06-30,Moving to different region
22283,2025-06-30,Price too high
22284,2025-06-30,Poor customer service
22285,2025-06-30,Poor customer service
22286,2025-06-30,Service quality issues
22289,2025-06-30,No longer need service
22291,2025-06-30,Poor customer service
22293,2025-06-30,Poor customer service
22298,2025-06-30,No longer need service
22300,2025-06-30,Technical problems
22305,2025-06-30,Technical problems
22314,2025-06-30,Better offer from competitor
22323,2025-06-30,Better offer from competitor
22338,2025-06-30,Better offer from competitor
22339,2025-06-30,Poor customer service
22345,2025-06-30,Moving to different region
22348,2025-06-30,No longer need service
22349,2025-06-30,Technical problems
22350,2025-06-30,Moving to different region
22352,2025-06-30,Technical problems
22354,2025-06-30,No longer need service
22355,2025-06-30,Price too high
22358,2025-06-30,Price too high
22360,2025-06-30,Better offer from competitor
22367,2025-06-30,Poor customer service
22369,2025-06-30,Moving to different region
22371,2025-06-30,Moving to different region
22380,2025-06-30,Price too high
22382,2025-06-30,No longer need service
22389,2025-06-30,Better offer from competitor
22391,2025-06-30,Technical problems
22397,2025-06-30,Price too high
22399,2025-06-30,Better offer from competitor
22405,2025-06-30,Better offer from competitor
22408,2025-06-30,Price too high
22409,2025-06-30,Moving to different region
22414,2025-06-30,Technical problems
22416,2025-06-30,Service quality issues
22417,2025-06-30,Better offer from competitor
22419,2025-06-30,No longer need service
22421,2025-06-30,Moving to different region
22423,2025-06-30,Moving to different region
22424,2025-06-30,Billing issues
22425,2025-06-30,Better offer from competitor
22427,2025-06-30,Price too high
22432,2025-06-30,Price too high
22434,2025-06-30,Service quality issues
22436,2025-06-30,Moving to different region
22442,2025-06-30,Service quality issues
22443,2025-06-30,Billing issues
22449,2025-06-30,Technical problems
22450,2025-06-30,Poor customer service
22451,2025-06-30,Technical problems
22455,2025-06-30,Moving to different region
22461,2025-06-30,No longer need service
22464,2025-06-30,Poor customer service
22470,2025-06-30,Technical problems
22473,2025-06-30,Technical problems
22474,2025-06-30,Billing issues
22476,2025-06-30,Poor customer service
22478,2025-06-30,Poor customer service
22490,2025-06-30,Poor customer service
22492,2025-06-30,No longer need service
22495,2025-06-30,Poor customer service
22496,2025-06-30,Poor customer service
22499,2025-06-30,Poor customer service
22500,2025-06-30,Billing issues
22505,2025-06-30,Poor customer service
22506,2025-06-30,Billing issues
22511,2025-06-30,Billing issues
22516,2025-06-30,Better offer from competitor
22519,2025-06-30,Service quality issues
22523,2025-06-30,Technical problems
22524,2025-06-30,Better offer from competitor
22535,2025-06-30,Poor customer service
22541,2025-06-30,Technical problems
22546,2025-06-30,No longer need service
22548,2025-06-30,Billing issues
22559,2025-06-30,Billing issues
22563,2025-06-30,Better offer from competitor
22567,2025-06-30,Poor customer service
22572,2025-06-30,Better offer from competitor
22574,2025-06-30,Price too high
22575,2025-06-30,Billing issues
22576,2025-06-30,Service quality issues
22578,2025-06-30,Service quality issues
22579,2025-06-30,Billing issues
22580,2025-06-30,No longer need service
22584,2025-06-30,Price too high
22594,2025-06-30,Billing issues
22596,2025-06-30,Technical problems
22597,2025-06-30,No longer need service
22606,2025-06-30,No longer need service
22609,2025-06-30,Service quality issues
22619,2025-06-30,No longer need service
22626,2025-06-30,Moving to different region
22633,2025-06-30,Poor customer service
22635,2025-06-30,Moving to different region
22636,2025-06-30,Poor customer service
22637,2025-06-30,Service quality issues
22642,2025-06-30,Technical problems
22643,2025-06-30,Better offer from competitor
22648,2025-06-30,Service quality issues
22650,2025-06-30,Better offer from competitor
22652,2025-06-30,No longer need service
22653,2025-06-30,Price too high
22656,2025-06-30,No longer need service
22665,2025-06-30,No longer need service
22667,2025-06-30,No longer need service
22672,2025-06-30,Better offer from competitor
22678,2025-06-30,No longer need service
22680,2025-06-30,Moving to different region
22686,2025-06-30,Technical problems
22688,2025-06-30,Price too high
22690,2025-06-30,Technical problems
22699,2025-06-30,Billing issues
22701,2025-06-30,No longer need service
22702,2025-06-30,Technical problems
22704,2025-06-30,Better offer from competitor
22707,2025-06-30,Poor customer service
22708,2025-06-30,Moving to different region
22709,2025-06-30,Moving to different region
22712,2025-06-30,Moving to different region
22714,2025-06-30,Moving to different region
22719,2025-06-30,Moving to different region
22722,2025-06-30,Service quality issues
22723,2025-06-30,Billing issues
22751,2025-06-30,Service quality issues
22758,2025-06-30,Moving to different region
22759,2025-06-30,Service quality issues
22762,2025-06-30,Billing issues
22763,2025-06-30,Moving to different region
22766,2025-06-30,Better offer from competitor
22770,2025-06-30,Moving to different region
22774,2025-06-30,No longer need service
22775,2025-06-30,Poor customer service
22777,2025-06-30,No longer need service
22779,2025-06-30,Technical problems
22781,2025-06-30,Price too high
22784,2025-06-30,Price too high
22790,2025-06-30,Technical problems
22797,2025-06-30,No longer need service
22800,2025-06-30,Price too high
22806,2025-06-30,Price too high
22809,2025-06-30,Price too high
22811,2025-06-30,Poor customer service
22819,2025-06-30,Service quality issues
22822,2025-06-30,Technical problems
22825,2025-06-30,Technical problems
22829,2025-06-30,Technical problems
22835,2025-06-30,Moving to different region
22838,2025-06-30,Technical problems
22842,2025-06-30,Price too high
22843,2025-06-30,Better offer from competitor
22848,2025-06-30,Better offer from competitor
22853,2025-06-30,Service quality issues
22860,2025-06-30,Technical problems
22861,2025-06-30,Moving to different region
22862,2025-06-30,Poor customer service
22864,2025-06-30,Poor customer service
22865,2025-06-30,Price too high
22869,2025-06-30,Billing issues
22870,2025-06-30,Technical problems
22876,2025-06-30,Poor customer service
22882,2025-06-30,Price too high
22884,2025-06-30,Technical problems
22891,2025-06-30,Moving to different region
22893,2025-06-30,Better offer from competitor
22895,2025-06-30,Better offer from competitor
22900,2025-06-30,Technical problems
22906,2025-06-30,Moving to different region
22910,2025-06-30,No longer need service
22911,2025-06-30,Better offer from competitor
22914,2025-06-30,Billing issues
22915,2025-06-30,Poor customer service
22917,2025-06-30,Moving to different region
22918,2025-06-30,Billing issues
22921,2025-06-30,Service quality issues
22932,2025-06-30,No longer need service
22934,2025-06-30,Service quality issues
22938,2025-06-30,Billing issues
22941,2025-06-30,Service quality issues
22954,2025-06-30,Poor customer service
22956,2025-06-30,Billing issues
22958,2025-06-30,No longer need service
22959,2025-06-30,Moving to different region
22961,2025-06-30,Better offer from competitor
22963,2025-06-30,Service quality issues
22965,2025-06-30,Service quality issues
22966,2025-06-30,No longer need service
22974,2025-06-30,Service quality issues
22976,2025-06-30,Better offer from competitor
22978,2025-06-30,Better offer from competitor
22981,2025-06-30,Price too high
22982,2025-06-30,Moving to different region
22985,2025-06-30,Better offer from competitor
22991,2025-06-30,Technical problems
22993,2025-06-30,Poor customer service
22996,2025-06-30,Service quality issues
22997,2025-06-30,Price too high
23000,2025-06-30,Poor customer service
23018,2025-06-30,Poor customer service
23023,2025-06-30,Better offer from competitor
23024,2025-06-30,Better offer from competitor
23045,2025-06-30,Technical problems
23047,2025-06-30,Poor customer service
23052,2025-06-30,Technical problems
23055,2025-06-30,No longer need service
23057,2025-06-30,Service quality issues
23059,2025-06-30,Billing issues
23060,2025-06-30,Service quality issues
23062,2025-06-30,Poor customer service
23064,2025-06-30,No longer need service
23081,2025-06-30,Moving to different region
23086,2025-06-30,No longer need service
23087,2025-06-30,Technical problems
23094,2025-06-30,Service quality issues
23099,2025-06-30,Moving to different region
23112,2025-06-30,Billing issues
23128,2025-06-30,Service quality issues
23131,2025-06-30,Service quality issues
23134,2025-06-30,No longer need service
23140,2025-06-30,Service quality issues
23145,2025-06-30,No longer need service
23146,2025-06-30,No longer need service
23147,2025-06-30,Billing issues
23154,2025-06-30,Technical problems
23161,2025-06-30,No longer need service
23164,2025-06-30,Poor customer service
23166,2025-06-30,Poor customer service
23170,2025-06-30,Moving to different region
23175,2025-06-30,Service quality issues
23184,2025-06-30,Better offer from competitor
23187,2025-06-30,Poor customer service
23191,2025-06-30,Service quality issues
23202,2025-06-30,No longer need service
23204,2025-06-30,Moving to different region
23205,2025-06-30,No longer need service
23207,2025-06-30,Billing issues
23216,2025-06-30,Price too high
23219,2025-06-30,Billing issues
23222,2025-06-30,Technical problems
23225,2025-06-30,Better offer from competitor
23226,2025-06-30,Poor customer service
23228,2025-06-30,Better offer from competitor
23241,2025-06-30,Moving to different region
23242,2025-06-30,Technical problems
23243,2025-06-30,Poor customer service
23250,2025-06-30,Technical problems
23251,2025-06-30,Service quality issues
23259,2025-06-30,Service quality issues
23262,2025-06-30,Price too high
23263,2025-06-30,No longer need service
23265,2025-06-30,Better offer from competitor
23268,2025-06-30,Better offer from competitor
23273,2025-06-30,Moving to different region
23275,2025-06-30,Price too high
23276,2025-06-30,No longer need service
23281,2025-06-30,No longer need service
23286,2025-06-30,Better offer from competitor
23290,2025-06-30,Technical problems
23293,2025-06-30,Moving to different region
23297,2025-06-30,Better offer from competitor
23298,2025-06-30,Better offer from competitor
23307,2025-06-30,Service quality issues
23312,2025-06-30,Price too high
23314,2025-06-30,Moving to different region
23315,2025-06-30,Price too high
23317,2025-06-30,Moving to different region
23320,2025-06-30,Moving to different region
23321,2025-06-30,No longer need service
23322,2025-06-30,Service quality issues
23324,2025-06-30,Billing issues
23325,2025-06-30,No longer need service
23327,2025-06-30,Poor customer service
23332,2025-06-30,Service quality issues
23336,2025-06-30,Price too high
23342,2025-06-30,Technical problems
23344,2025-06-30,No longer need service
23345,2025-06-30,No longer need service
23349,2025-06-30,Poor customer service
23350,2025-06-30,Billing issues
23353,2025-06-30,Technical problems
23354,2025-06-30,Better offer from competitor
23365,2025-06-30,Better offer from competitor
23367,2025-06-30,Service quality issues
23398,2025-06-30,Poor customer service
23400,2025-06-30,Poor customer service
23402,2025-06-30,Service quality issues
23403,2025-06-30,Moving to different region
23404,2025-06-30,Moving to different region
23409,2025-06-30,Technical problems
23415,2025-06-30,Poor customer service
23416,2025-06-30,Moving to different region
23420,2025-06-30,Better offer from competitor
23422,2025-06-30,Price too high
23436,2025-06-30,Technical problems
23454,2025-06-30,Billing issues
23458,2025-06-30,Better offer from competitor
23462,2025-06-30,Billing issues
23463,2025-06-30,Billing issues
23465,2025-06-30,No longer need service
23466,2025-06-30,Service quality issues
23467,2025-06-30,Service quality issues
23468,2025-06-30,Billing issues
23475,2025-06-30,Technical problems
23481,2025-06-30,Moving to different region
23487,2025-06-30,Poor customer service
23491,2025-06-30,Billing issues
23495,2025-06-30,Better offer from competitor
23496,2025-06-30,No longer need service
23499,2025-06-30,Technical problems
23500,2025-06-30,No longer need service
23506,2025-06-30,Better offer from competitor
23508,2025-06-30,Billing issues
23509,2025-06-30,Billing issues
23511,2025-06-30,Price too high
23513,2025-06-30,Poor customer service
23519,2025-06-30,Moving to different region
23525,2025-06-30,No longer need service
23528,2025-06-30,Better offer from competitor
23530,2025-06-30,Moving to different region
23534,2025-06-30,Moving to different region
23543,2025-06-30,Service quality issues
23547,2025-06-30,Price too high
23556,2025-06-30,Poor customer service
23557,2025-06-30,Service quality issues
23561,2025-06-30,Billing issues
23565,2025-06-30,Service quality issues
23566,2025-06-30,Moving to different region
23572,2025-06-30,Service quality issues
23577,2025-06-30,Price too high
23581,2025-06-30,Poor customer service
23587,2025-06-30,Billing issues
23591,2025-06-30,Poor customer service
23598,2025-06-30,Billing issues
23599,2025-06-30,Poor customer service
23601,2025-06-30,Technical problems
23607,2025-06-30,Service quality issues
23622,2025-06-30,No longer need service
23625,2025-06-30,Moving to different region
23626,2025-06-30,Technical problems
23630,2025-06-30,No longer need service
23648,2025-06-30,Billing issues
23651,2025-06-30,Better offer from competitor
23654,2025-06-30,Poor customer service
23657,2025-06-30,Technical problems
23658,2025-06-30,Poor customer service
23660,2025-06-30,No longer need service
23661,2025-06-30,Price too high
23667,2025-06-30,Better offer from competitor
23668,2025-06-30,Technical problems
23670,2025-06-30,Billing issues
23674,2025-06-30,Technical problems
23677,2025-06-30,Service quality issues
23680,2025-06-30,Price too high
23688,2025-06-30,Price too high
23689,2025-06-30,No longer need service
23691,2025-06-30,Technical problems
23696,2025-06-30,Poor customer service
23699,2025-06-30,Billing issues
23703,2025-06-30,Moving to different region
23705,2025-06-30,Moving to different region
23708,2025-06-30,Better offer from competitor
23709,2025-06-30,Technical problems
23711,2025-06-30,No longer need service
23714,2025-06-30,Better offer from competitor
23717,2025-06-30,Service quality issues
23720,2025-06-30,Technical problems
23722,2025-06-30,Billing issues
23725,2025-06-30,Service quality issues
23727,2025-06-30,Price too high
23734,2025-06-30,Technical problems
23738,2025-06-30,Price too high
23739,2025-06-30,Moving to different region
23743,2025-06-30,Poor customer service
23745,2025-06-30,Better offer from competitor
23747,2025-06-30,Technical problems
23748,2025-06-30,Price too high
23752,2025-06-30,Price too high
23771,2025-06-30,Technical problems
23775,2025-06-30,Moving to different region
23777,2025-06-30,Poor customer service
23779,2025-06-30,Service quality issues
23780,2025-06-30,Poor customer service
23784,2025-06-30,Better offer from competitor
23786,2025-06-30,Poor customer service
23787,2025-06-30,No longer need service
23789,2025-06-30,Better offer from competitor
23791,2025-06-30,Moving to different region
23796,2025-06-30,Billing issues
23798,2025-06-30,Price too high
23800,2025-06-30,Better offer from competitor
23803,2025-06-30,Service quality issues
23805,2025-06-30,Better offer from competitor
23817,2025-06-30,No longer need service
23819,2025-06-30,Billing issues
23825,2025-06-30,Service quality issues
23829,2025-06-30,Better offer from competitor
23830,2025-06-30,Service quality issues
23833,2025-06-30,Service quality issues
23835,2025-06-30,Billing issues
23838,2025-06-30,No longer need service
23842,2025-06-30,Moving to different region
23843,2025-06-30,Billing issues
23848,2025-06-30,Better offer from competitor
23849,2025-06-30,Service quality issues
23852,2025-06-30,Price too high
23856,2025-06-30,Poor customer service
23857,2025-06-30,Poor customer service
23858,2025-06-30,Poor customer service
23861,2025-06-30,Price too high
23862,2025-06-30,Price too high
23873,2025-06-30,Poor customer service
23874,2025-06-30,Price too high
23876,2025-06-30,Technical problems
23877,2025-06-30,Service quality issues
23879,2025-06-30,Poor customer service
23884,2025-06-30,No longer need service
23886,2025-06-30,Billing issues
23888,2025-06-30,Technical problems
23894,2025-06-30,Technical problems
23900,2025-06-30,Better offer from competitor
23902,2025-06-30,No longer need service
23913,2025-06-30,No longer need service
23923,2025-06-30,Price too high
23943,2025-06-30,Technical problems
23946,2025-06-30,Poor customer service
23951,2025-06-30,Poor customer service
23952,2025-06-30,Better offer from competitor
23954,2025-06-30,Service quality issues
23959,2025-06-30,Billing issues
23960,2025-06-30,Price too high
23961,2025-06-30,Price too high
23962,2025-06-30,Billing issues
23970,2025-06-30,Technical problems
23971,2025-06-30,Technical problems
23978,2025-06-30,Service quality issues
23981,2025-06-30,Better offer from competitor
23989,2025-06-30,Service quality issues
23990,2025-06-30,Technical problems
23991,2025-06-30,Price too high
24000,2025-06-30,Price too high
24010,2025-06-30,Moving to different region
24020,2025-06-30,No longer need service
24025,2025-06-30,Poor customer service
24026,2025-06-30,Technical problems
24027,2025-06-30,Moving to different region
24034,2025-06-30,Service quality issues
24035,2025-06-30,Better offer from competitor
24036,2025-06-30,Service quality issues
24043,2025-06-30,Poor customer service
24046,2025-06-30,Poor customer service
24051,2025-06-30,Price too high
24059,2025-06-30,Billing issues
24061,2025-06-30,Technical problems
24062,2025-06-30,Better offer from competitor
24064,2025-06-30,Billing issues
24068,2025-06-30,Moving to different region
24070,2025-06-30,Service quality issues
24079,2025-06-30,Price too high
24083,2025-06-30,Price too high
24087,2025-06-30,Technical problems
24091,2025-06-30,Service quality issues
24093,2025-06-30,Poor customer service
24108,2025-06-30,Technical problems
24110,2025-06-30,Technical problems
24115,2025-06-30,Better offer from competitor
24129,2025-06-30,No longer need service
24132,2025-06-30,Technical problems
24141,2025-06-30,Technical problems
24143,2025-06-30,Better offer from competitor
24146,2025-06-30,Price too high
24149,2025-06-30,Service quality issues
24150,2025-06-30,Poor customer service
24151,2025-06-30,Technical problems
24153,2025-06-30,Moving to different region
24164,2025-06-30,Better offer from competitor
24165,2025-06-30,Technical problems
24168,2025-06-30,Better offer from competitor
24172,2025-06-30,Price too high
24182,2025-06-30,Price too high
24183,2025-06-30,Better offer from competitor
24185,2025-06-30,Price too high
24186,2025-06-30,Better offer from competitor
24192,2025-06-30,Better offer from competitor
24194,2025-06-30,Better offer from competitor
24196,2025-06-30,Better offer from competitor
24202,2025-06-30,No longer need service
24215,2025-06-30,Service quality issues
24218,2025-06-30,Better offer from competitor
24220,2025-06-30,Billing issues
24225,2025-06-30,Poor customer service
24226,2025-06-30,Better offer from competitor
24231,2025-06-30,Moving to different region
24232,2025-06-30,Poor customer service
24234,2025-06-30,Moving to different region
24236,2025-06-30,Service quality issues
24237,2025-06-30,Poor customer service
24241,2025-06-30,Technical problems
24244,2025-06-30,Better offer from competitor
24261,2025-06-30,Service quality issues
24275,2025-06-30,Moving to different region
24279,2025-06-30,Price too high
24283,2025-06-30,Technical problems
24284,2025-06-30,Price too high
24288,2025-06-30,Moving to different region
24292,2025-06-30,Billing issues
24293,2025-06-30,Service quality issues
24302,2025-06-30,Moving to different region
24303,2025-06-30,No longer need service
24307,2025-06-30,Technical problems
24315,2025-06-30,Service quality issues
24316,2025-06-30,No longer need service
24318,2025-06-30,Moving to different region
24330,2025-06-30,Service quality issues
24331,2025-06-30,Better offer from competitor
24335,2025-06-30,Poor customer service
24337,2025-06-30,Better offer from competitor
24338,2025-06-30,Moving to different region
24339,2025-06-30,Technical problems
24343,2025-06-30,Service quality issues
24348,2025-06-30,Moving to different region
24350,2025-06-30,Price too high
24351,2025-06-30,Billing issues
24353,2025-06-30,Service quality issues
24362,2025-06-30,Service quality issues
24366,2025-06-30,Service quality issues
24367,2025-06-30,Service quality issues
24368,2025-06-30,Moving to different region
24371,2025-06-30,Technical problems
24377,2025-06-30,Technical problems
24379,2025-06-30,Better offer from competitor
24391,2025-06-30,Billing issues
24405,2025-06-30,Better offer from competitor
24406,2025-06-30,Moving to different region
24411,2025-06-30,No longer need service
24413,2025-06-30,Price too high
24419,2025-06-30,Poor customer service
24428,2025-06-30,Price too high
24429,2025-06-30,No longer need service
24433,2025-06-30,Moving to different region
24435,2025-06-30,Billing issues
24437,2025-06-30,Moving to different region
24442,2025-06-30,Moving to different region
24445,2025-06-30,Moving to different region
24457,2025-06-30,Service quality issues
24461,2025-06-30,Billing issues
24464,2025-06-30,Technical problems
24470,2025-06-30,Price too high
24475,2025-06-30,No longer need service
24476,2025-06-30,Price too high
24480,2025-06-30,Moving to different region
24481,2025-06-30,Moving to different region
24483,2025-06-30,Poor customer service
24486,2025-06-30,Billing issues
24492,2025-06-30,Billing issues
24494,2025-06-30,Moving to different region
24497,2025-06-30,Better offer from competitor
24500,2025-06-30,Better offer from competitor
24502,2025-06-30,Moving to different region
24503,2025-06-30,Poor customer service
24507,2025-06-30,Billing issues
24508,2025-06-30,Poor customer service
24509,2025-06-30,Moving to different region
24517,2025-06-30,Better offer from competitor
24518,2025-06-30,Better offer from competitor
24524,2025-06-30,Technical problems
24530,2025-06-30,Better offer from competitor
24544,2025-06-30,Service quality issues
24545,2025-06-30,Technical problems
24554,2025-06-30,Poor customer service
24558,2025-06-30,Moving to different region
24560,2025-06-30,Poor customer service
24561,2025-06-30,No longer need service
24565,2025-06-30,Billing issues
24569,2025-06-30,Technical problems
24579,2025-06-30,Technical problems
24580,2025-06-30,Moving to different region
24583,2025-06-30,Poor customer service
24584,2025-06-30,Poor customer service
24587,2025-06-30,Technical problems
24589,2025-06-30,Price too high
24591,2025-06-30,Billing issues
